s_no,college_code,college_name,location,region,college_type
147,2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046 ",coimbatore,coimbatore,constituent colleges
148,2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637302 ",salem,coimbatore,self financing colleges
149,2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408 ",namakkal,coimbatore,self financing colleges
150,2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003 ",karur,coimbatore,self financing colleges
151,2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215 ",Namakkal,coimbatore,self financing colleges
152,2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021 ",coimbatore,coimbatore,self financing colleges
153,2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312 ",erode,coimbatore,self financing colleges
154,2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110 ",coimbatore,coimbatore,self financing colleges
155,2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111 ",salem,coimbatore,self financing colleges
156,2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur- Kovilpalay Road, Coimbatore District 641110 ",coimbatore,coimbatore,self financing colleges
157,2343,"Indian Institute of Handloom Technology, Foulke's Compound, Thillai Nagar, Salem District 636001 ",salem,coimbatore,cerci and cipet
158,2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309 ",salem,coimbatore,self financing colleges
159,2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301 ",salem,coimbatore,self financing colleges
160,2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106 ",Salem,coimbatore,self financing colleges
161,2349,"Dhaanish Ahmed Institute of Technology, Pichanur Post, (Near K G Chavadi), Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
162,2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni Post, Kangayam, Tiruppur District 641 604 ",tiruppur,coimbatore,self financing colleges
163,2354,"Pollachi Institute of Engineering and Technology, Main Road, Poosaripatti, Pollachi Taluk, Coimbatore District 642205 ",coimbatore,coimbatore,self financing colleges
164,2355,"Cheran College of Engineering, Karur-Coimbatore Main Road, NH-67, K.Paramathi Post, Aravakurichi Taluk, Karur District 639111 ",karur,coimbatore,self financing colleges
165,2356,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai Post, Karur District 639206 ",karur,coimbatore,self financing colleges
166,2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore District 642109 ",coimbatore,coimbatore,self financing colleges
167,2360,"Suguna College of Engineering, Kalappatti Road, Civil Aerodrome Post, Coimbatore District 641014 ",coimbatore,coimbatore,self financing colleges
168,2362,"HOSUR INSTITUTE OF TECH AND SCIENCE, Errandapalli Village, Hosur Taluk, Krishnagiri District ",krishnagiri,chennai,self financing colleges
169,2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120 ",coimbatore,coimbatore,self financing colleges
170,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704 ",dharmapuri,coimbatore,government college
171,2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062 ",coimbatore,coimbatore,self financing colleges
172,2601,"Adhiyamaan College of Engineering (Autonomous), Hosur, Krishnagiri District 635109 ",krishnagiri,chennai,self financing colleges
173,2602,"Annai Mathammal Sheela Enginereing College, Erumapatty Post, Namakkal District 637013 ",namakkal,coimbatore,self financing colleges
174,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104 ",krishnagiri,chennai,government college
175,2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813 ",dharmapuri,coimbatore,self financing colleges
176,2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215 ",Namakkal,coimbatore,self financing colleges
177,2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113 ",karur,coimbatore,self financing colleges
178,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503 ",Namakkal,coimbatore,self financing colleges
179,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408 ",namakkal,coimbatore,self financing colleges
180,2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018 ",namakkal,coimbatore,self financing colleges
181,2612,"P G P College of Engineering and Technology, Paramathi Post, Namakkal District 637207 ",namakkal,coimbatore,self financing colleges
182,2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215 ",namakkal,coimbatore,self financing colleges
183,2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183 ",namakkal,coimbatore,self financing colleges
184,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011 ",salem,coimbatore,government college
185,2616,"Sapthagiri College of Engineering, Periyanahalli Post, Dharmapuri District 635205 ",dharmapuri,coimbatore,self financing colleges
186,2617,"Sengunthar Engineering College (Autonomous), Tiruchengode, Namakkal District 637205 ",namakkal,coimbatore,self financing colleges
187,2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005 ",salem,coimbatore,self financing colleges
188,2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205 ",namakkal,coimbatore,self financing colleges
189,2621,"Er. Perumal Manimekalai College of Engineering, Near Koneripalli, Hosur, Krishnagiri District 635117 ",krishnagiri,chennai,self financing colleges
190,2622,"V S B Engineering College, Kovai Road, Karur District 639111 ",karur,coimbatore,self financing colleges
191,2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady, Salem District 636106 ",salem,coimbatore,self financing colleges
192,2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018 ",namakkal,coimbatore,self financing colleges
193,2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456 ",salem,coimbatore,self financing colleges
194,2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal District 637003 ",namakkal,coimbatore,self financing colleges
195,2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018 ",namakkal,coimbatore,self financing colleges
196,2629,"Sengunthar College of Engineering, Tiruchengode, Namakkal District 637205 ",namakkal,coimbatore,self financing colleges
197,2630,"Chettinad College of Engineering and Technology, NH-67, Trichy Main Road, Puliyur C F, Karur District 639114 ",karur,coimbatore,self financing colleges
198,2631,"King College of Technology, Nallur, N Pudupatty Post, Namakkal District 637020 ",Namakkal,coimbatore,self financing colleges
199,2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503 ",Namakkal,coimbatore,self financing colleges
200,2633,"Vidhya Vikkas College of Engineering and Technology, Varahoorampatti, Tiruchengode, Namakkal District 637 214 ",namakkal,coimbatore,self financing colleges
201,2634,"Excel Engineering College (Autonomous), Pallakkapalayam, Sankari West Post, Namakkal District 637303 ",namakkal,coimbatore,self financing colleges
202,2635,"C M S College of Engineering, Emapuram Post, Namakkal District 637003 ",namakkal,coimbatore,self financing colleges
203,2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003 ",salem,coimbatore,self financing colleges
204,2638,"Mahendra Engineering College for Women, Kumaramangalam, Namakkal District 637205 ",Namakkal,coimbatore,self financing colleges
205,2639,"Narasus Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305 ",salem,coimbatore,self financing colleges
206,2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352 ",dharmapuri,coimbatore,self financing colleges
207,2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701 ",dharmapuri,coimbatore,self financing colleges
208,2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108 ",krishnagiri,chennai,self financing colleges
209,2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District 636112 ",salem,coimbatore,self financing colleges
210,2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District 636112 ",salem,coimbatore,self financing colleges
211,2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183 ",namakkal,coimbatore,self financing colleges
212,2648,"Annapoorana Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308 ",salem,coimbatore,self financing colleges
213,2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Coimbatore District 641104 ",coimbatore,coimbatore,self financing colleges
214,2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District 638660 ",tiruppur,coimbatore,self financing colleges
215,2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District 638104 ",erode,coimbatore,self financing colleges
216,2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District 637504 ",salem,coimbatore,self financing colleges
217,2656,"Builders engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108 ",tiruppur,coimbatore,self financing colleges
218,2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018 ",namakkal,coimbatore,self financing colleges
219,2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District 636010 ",salem,coimbatore,self financing colleges
220,2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111 ",salem,coimbatore,self financing colleges
221,2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205 ",namakkal,coimbatore,self financing colleges
222,2662,"Dr. Nagarathinams College of Engineering, Anadhagoundam Palayam, Minakkal Post, Rasipuram, Namakkal District 637505 ",namakkal,coimbatore,self financing colleges
223,2664,"Excel College of Engineering and Technology, Pallakapalayam, Sankari West Post, Namakkal District 637303 ",namakkal,coimbatore,self financing colleges
224,2665,"Mahendra Institute of Engineering and Technology, Mahendrapuri, Mallasamudram, Namakkal District 637503 ",Namakkal,coimbatore,self financing colleges
225,2666,"The Kavery College of Engineering, M Kalipatti Post, Mecheri, Salem District 636453 ",salem,coimbatore,self financing colleges
226,2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104 ",coimbatore,coimbatore,self financing colleges
227,2682,"Ambal Professional Group of Institutions, Coimbatore to Trichy Road, K N Puram Post, Palladam Taluk, Tiruppur District 641662 ",tiruppur,coimbatore,self financing colleges
228,2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301 ",dharmapuri,coimbatore,self financing colleges
229,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401 ",erode,coimbatore,self financing colleges
230,2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109 ",coimbatore,coimbatore,self financing colleges
231,2705,"C S I College of Engineering, Ketti, The Nilgiris 643215 ",niligris,coimbatore,self financing colleges
232,2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003 ",coimbatore,coimbatore,self financing colleges
233,2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District 638057 ",erode,coimbatore,self financing colleges
234,2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032 ",coimbatore,coimbatore,self financing colleges
235,2709,"Institute of Road and Transport Technology, Vasavi College Post, Erode District 638316 ",erode,coimbatore,government college
236,2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032 ",coimbatore,coimbatore,self financing colleges
237,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052 ",erode,coimbatore,self financing colleges
238,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006 ",coimbatore,coimbatore,self financing colleges
239,2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai, Erode District 638112 ",erode,coimbatore,self financing colleges
240,2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052 ",erode,coimbatore,self financing colleges
241,2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District 641659 ",coimbatore,coimbatore,self financing colleges
242,2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056 ",tiruppur,coimbatore,self financing colleges
243,2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008 ",coimbatore,coimbatore,self financing colleges
244,2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022 ",coimbatore,coimbatore,self financing colleges
245,2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District 641659 ",coimbatore,coimbatore,self financing colleges
246,2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042 ",coimbatore,coimbatore,self financing colleges
247,2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638009 ",erode,coimbatore,self financing colleges
248,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010 ",coimbatore,coimbatore,self financing colleges
249,2726,"S N S College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035 ",coimbatore,coimbatore,self financing colleges
250,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062 ",coimbatore,coimbatore,self financing colleges
251,2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
252,2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402 ",coimbatore,coimbatore,self financing colleges
253,2732,"INFO Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107 ",coimbatore,coimbatore,self financing colleges
254,2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665 ",tiruppur,coimbatore,self financing colleges
255,2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107 ",coimbatore,coimbatore,self financing colleges
256,2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021 ",coimbatore,coimbatore,self financing colleges
257,2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035 ",coimbatore,coimbatore,self financing colleges
258,2737,"Sri Sai Ranganathan Engineering College, ZahirnaickenpalayamVillage, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109  ",coimbatore,coimbatore,self financing colleges
259,2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202 ",coimbatore,coimbatore,self financing colleges
260,2740,"Hindustan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032 ",coimbatore,coimbatore,self financing colleges
261,2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002 ",coimbatore,coimbatore,self financing colleges
262,2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
263,2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107 ",coimbatore,coimbatore,self financing colleges
264,2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062 ",coimbatore,coimbatore,self financing colleges
265,2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455 ",erode,coimbatore,self financing colleges
266,2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107 ",erode,coimbatore,self financing colleges
267,2749,"EASA College of Engineering and Technology, NH-47, Coimbatore- Palakkad Main Road, Navakarai Post, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
268,2750,"KIT-Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402 ",coimbatore,coimbatore,self financing colleges
269,2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035 ",coimbatore,coimbatore,self financing colleges
270,2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052 ",erode,coimbatore,self financing colleges
271,2753,"P P G Institute of Technology, Vilankurichi Village, Coimbatore District 641035 ",coimbatore,coimbatore,self financing colleges
272,2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
273,2758,"J K K Muniraja College of Technology, T N Palayam, Gobi Taluk, Erode District 638506 ",erode,coimbatore,self financing colleges
274,2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020 ",coimbatore,coimbatore,self financing colleges
275,2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659 ",coimbatore,coimbatore,self financing colleges
276,2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109 ",Coimbatore,coimbatore,self financing colleges
277,2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407 ",coimbatore,coimbatore,self financing colleges
278,2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017 ",namakkal,coimbatore,self financing colleges
279,2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
280,2770,"Study World College of Engineering, Madukarai Post, Coimbatore - 641 105. ",coimbatore,coimbatore,self financing colleges
281,2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipatti, Coimbatore District 641105 ",coimbatore,coimbatore,self financing colleges
282,2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402 ",coimbatore,coimbatore,self financing colleges
283,3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024 ",tiruchirappalli,thanjavur,constituent colleges
284,3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704 ",ariyalur,thanjavur,constituent colleges
285,3018,"University College of Engineering, Thirukkuvalai, Nagappattinam District 610204 ",Nagapattinam,coimbatore,constituent colleges
286,3019,"University College of Engineering, Panruti, Chennai-Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore District 607106 ",cuddalore,thanjavur,constituent colleges
287,3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701 ",thanjavur,thanjavur,constituent colleges
288,3403,"Mahalakshmi Engineering College, Trichy-Salem Highways, (Near No.1 Tollgate), Melpathu, Siruganbur Post, Tiruchirappalli District 621213 ",tiruchirappalli,thanjavur,self financing colleges
289,3410,"Krishnaswamy Collge of Engineering and Technology, S Kumarapuram, Cuddalore District 607109 ",cuddalore,thanjavur,self financing colleges
290,3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore District 607003 ",cuddalore,thanjavur,self financing colleges
291,3451,"SMR East Coast College of Engineering & Technology, East Coast Road, Somanathapattinam, Thanjavur District 614612 ",thanjavur,thanjavur,self financing colleges
292,3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113 ",perambalur,thanjavur,self financing colleges
293,3456,"K S K College of Engineering and Technology, Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702 ",thanjavur,thanjavur,self financing colleges
294,3458,"Dhanalakshmi Srinivasan Institute of Research and Technology, NH- 45, Trichy–Chennai Main Road, Siruvachur, Perambalur District 621113 ",perambalur,thanjavur,self financing colleges
295,3459,"Dhanalakshmi Srinivasan Institute of Technology, Samayapuram, Chennai-Trichy Main Road, Tiruchirappalli District 621112 ",Tiruchirappalli,thanjavur,self financing colleges
296,3460,"Surya College of Engineering, Konalai, Tiruchirappalli District 621132 ",tiruchirappalli,thanjavur,self financing colleges
297,3461,"Arifa Institute of Technology(Formerly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103 ",nagapattinam,coimbatore,self financing colleges
298,3462,"Ariyalur Engineering College, NH-227, Trichy-Chithambaram NH, Karuppur-Senapathy Post, Ariyalur District 621707 ",ariyalur,thanjavur,self financing colleges
299,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402 ",thanjavur,thanjavur,government college
300,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012 ",Tiruchirappalli,thanjavur,government college
301,3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704 ",ariyalur,thanjavur,self financing colleges
302,3701,"K Ramakrishnan College of Technology, Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112 ",tiruchirappalli,thanjavur,self financing colleges
303,3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil, Nagappattinam District 611102 ",Nagapattinam,coimbatore,self financing colleges
304,3766,"Star Lion College of Engineering & Technology, Manankorai Main Road, Manankorai Village, Thanjavur District 614206 ",thanjavur,thanjavur,self financing colleges
305,3782,"OASYS Institute of Technology , Pulivalam Village, Musiri Taluk, Tiruchirappalli District 626001 ",tiruchirappalli,thanjavur,self financing colleges
306,3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105 ",tiruchirappalli,thanjavur,self financing colleges
307,3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District 621105 ",tiruchirappalli,thanjavur,self financing colleges
308,3801,"A V C College of Engineering, Mannampandal Post, Mayiladuthurai, Nagappattinam District 609305 ",nagapattinam,coimbatore,self financing colleges
309,3802,"Shri Angalamman College of Engineering and Technology Siruganoor, Tiruchirappalli District 621105 ",tiruchirappalli,thanjavur,self financing colleges
310,3803,"Anjalai Ammal-Mahalingam Engineering College, Kovilvenni, Thiruvarur District 614403 ",thiruvarur,coimbatore,self financing colleges
311,3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501 ",thanjavur,thanjavur,self financing colleges
312,3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur District 621212 ",perambalur,thanjavur,self financing colleges
313,3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002 ",nagapattinam,coimbatore,self financing colleges
314,3807,"J J College of Engineering and Technology, Poolankulathupatti Post, Thiruchirappalli District 620009 ",thiruchirappalli,thanjavur,self financing colleges
315,3808,"Jayaram College of Engineering and Technology , Pagalavadi Post, Tiruchirappalli District 621014 ",thiruchirappalli,thanjavur,self financing colleges
316,3809,"Kurinji College of Engineering and Technology, Manapparai, Tiruchirappalli District 621307 ",tiruchirappalli,thanjavur,self financing colleges
317,3810,"M.A.M. College of Engineering, Siruganur, Tiruchirappalli District 621105 ",tiruchirappalli,thanjavur,self financing colleges
318,3811,"M I E T Engineering College, Trichy-Pudukkottai Road, Tiruchirappalli District 620007 ",tiruchirappalli,thanjavur,self financing colleges
319,3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai District 622502 ",pudukkottai,thanjavur,self financing colleges
320,3813,"Oxford Engineering College, Pirattiyur(W), Tiruchirappalli District 620009 ",tiruchirappalli,thanjavur,self financing colleges
321,3814,"P R Engineering College, Vallam, Thanjavur District 613403 ",thanjavur,thanjavur,self financing colleges
322,3815,"Pavendhar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 620024 ",tiruchirappalli,thanjavur,self financing colleges
323,3817,"Roever Engineering College, Elambalur, Perambalur District 621212 ",perambalur,thanjavur,self financing colleges
324,3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012 ",tiruchirappalli,thanjavur,self financing colleges
325,3820,"Trichy Engineering College, Konalai, Tiruchirappalli District 621132 ",tiruchirappalli,thanjavur,self financing colleges
326,3821,"A R J College of Engineering and Technology, Mannargudi Taluk, Thiruvarur District 614001 ",thiruvarur,coimbatore,self financing colleges
327,3822,"Dr. Navalar Nedunchezhian College of Engineering, Tholudur, Cuddalore District 606303 ",cuddalore,thanjavur,self financing colleges
328,3825,"St. Josephs College of Engineering and Technology, Elupatti Village, Rawaspatti Post, Thanjavur District 613403 ",thanjavur,thanjavur,self financing colleges
329,3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215 ",tiruchirappalli,thanjavur,self financing colleges
330,3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105 ",tiruchirappalli,thanjavur,self financing colleges
331,3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112 ",tiruchirappalli,thanjavur,self financing colleges
332,3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli District 620012 ",tiruchirappalli,thanjavur,self financing colleges
333,3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006 ",thanjavur,thanjavur,self financing colleges
334,3841,"CARE College of Engineering, Thayanoor Village, Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009 ",Tiruchirappalli,thanjavur,self financing colleges
335,3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District 608306 ",cuddalore,thanjavur,self financing colleges
336,3844,"Shivani Engineering College, Ammapettai, Srirangam, Tiruchirappalli District 620009 ",tiruchirappalli,thanjavur,self financing colleges
337,3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District 621206 ",tiruchirappalli,thanjavur,self financing colleges
338,3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk, Pudukkottai District 622102 ",pudukkottai,thanjavur,self financing colleges
339,3847,"Roever College of Engineering and Technology, Elambalur, Perambalur District 621212 ",perambalur,thanjavur,self financing colleges
340,3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur District 613001 ",thanjavur,thanjavur,self financing colleges
341,3849,"Annai College of Engineering and Technology, Kovilacheri, Kumbakonam, Thanjavur District 612503 ",thanjavur,thanjavur,self financing colleges
342,3850,"Vetri Vinayaha College of Engineering and Technology, Namakkal- Trichy Main Road, Tholurpatti Village, Thottiam, Tiruchirappalli District 621215 ",tiruchirappalli,thanjavur,self financing colleges
343,3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303 ",pudukkottai,thanjavur,self financing colleges
344,3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101 ",pudukkottai,thanjavur,self financing colleges
345,3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102 ",thanjavur,thanjavur,self financing colleges
346,3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road, Thathanur, Udayarpalayam, Ariyalur District 621804 ",ariyalur,thanjavur,self financing colleges
347,3859,"Sembodai Rukmani Varatharajan Engineering College, Sembodai Village, Vedaraniam, Nagappattinam District 614820 ",Nagapattinam,coimbatore,self financing colleges
